Word,Term,Affix,PartOfSpeech,Definition,Root Word
kumaki',kaki',UM Infix,Transitive Verb,"vt.  scribble on, put large marks on. Mungnga makaki' i pappet‑mu. Do not put large marks on your paper. Tåya' guaha achuka' ha kaki' i patgun i lepblu. It's okay for the child to scribble on the book.",kaki'
kumaku,kaku,UM Infix,Transitive Verb,"vt.  touch gently, rub one's hand softly on. Ya‑ña mangaku si Maria. Maria likes to move her hand gently on people. Sigi ya un kaku i neni. Go and rub your hand softly on the baby. Ant: ka'guas.",kaku
kumalabosu,kalabosu,UM Infix,Transitive Verb,"vt.  imprison. Kalabosu si Juan, sa' åguaguat. Put Juan in jail, because he's naughty. Ti ya‑hu na un makalabosu. I don't like you to go to jail. Syn: presu.",kalabosu
kumalammuk,kalammuk,UM Infix,Transitive Verb,"vt.  swallow (something) whole or speedily, quickly, abruptly. Sumen ñalang yu', ya anai hu sodda' i buñelus dågu, duru hu kalammuk. I was starving so much that when I found the yam doughnut, I gobbled it. Syn: mañut trosu, pañut gotpi. Variant: kalamut.",kalammuk
kumalamut,kalamut,UM Infix,Transitive Verb,"vt.  gulp (something), swallow (something) whole. Kalamut i na'‑mu. Gulp your food. Ti ya‑hu na bai kalamut i nengkanu'. I don't like to gulp my food. Cha'‑mu na un kalamut i chingam. Don't swallow the gum. Variant: kala mokmuk, kalammuk.",kalamut
kumalang,kalang,UM Infix,Transitive Verb,"vt.  hang, lean on. Cha'‑mu na un kalang håo gi siya. Don't lean on the chair. Bai kalang yu' giya hågu. I will hang myself on you. Ha kalang i tihong‑ña gi ganchu. He hung his hat on the hook.",kalang
kumalangkångi,kalangkångi,UM Infix,Transitive Verb,"vt.  sprinkle (something) with (something). Kalangkångi i guihan ni asiga. Sprinkle the fish with salt. Si nåna ha kalangkångi i gellai ni petbus åhus. Mother sprinkled the vegetables with garlic powder. Mungnga makalangkångi i katni bula na asiga, sa' u fa'it. Don't sprinkle the meat with too much salt, because it will be so salty. Variant: kalangkani.",kalangkångi
kumaling,kaling,UM Infix,Transitive Verb,"vt.  dress up, adorn (oneself), make attractive. Kumu ha kaling gui' si Dung, pues kumeke'ilek‑ña na guaha palåo'an para ali'e'‑ña ta'lu. If Dung dresses up, then it means that he will be seeing a girl again. Gof ya‑ña si Nena kumaling gui' maseha ti umo'o'mak gui' trabiha. Nena likes to adorn herself even if she has not showered yet. Kana' ti hu ripåra si Juana, sa' ha kaling måolik gui' gi paingi. I almost did not recognize Juana, because she really dressed up last night.",kaling
kumåmma',kåmma',UM Infix,Transitive Verb,vt.  cut (something) with a sickle. Kåmma' i pigua'. Cut the betenut with the sickle. Mungnga makåmma' i floris. Don't cut the flowers with the sickle.,kåmma'
kumåmyu,kåmyu,UM Infix,Transitive Verb,vt.  grate (coconut). Bai kåmyu i niyuk. I will grate the coconut. Si Juan para u kåmyu i niyuk. Juan will grate the coconut.,kåmyu
kumana',kana',UM Infix,Transitive Verb,"vt.  hang, hang up, suspend. Kana' hulu' i magagu‑mu gi tali. Hang your clothes on the line. Bai kana' i katni gi fanalå'an. I will hang the meat on the meat drier.",kana'
kumandålu,kandålu,UM Infix,Transitive Verb,"vt.  lock (something), fasten (with a lock). Bai kandålu i petta. I will lock the door. Kandålu i petta ya mungnga na u hålum i katu. Lock the door so that the cat doesn't come in.",kandålu
kumånnu',kånnu',UM Infix,Transitive Verb,"vt.  eat, consume, devour. Kånnu' i na'‑mu. Eat your food. Bai kånnu' esti na nengkanu'. I will eat this food. Bula na nengkanu' hu kånnu'. I ate a lot of food. See: chotchu.",kånnu'
kumansela,kansela,UM Infix,Transitive Verb,"vt.  cancel. Bai hu kansela i miting esta agupa'. I will cancel the meeting until tomorrow. Kansela i miting, sa' taigui si Rebecca. Cancel the meeting, because Rebecca is not here. Esta tres biåhi esti na miting makansela. This meeting has been canceled three times. From: Sp. cancela.",kansela
kumåpbli,kåpbli,UM Infix,Transitive Verb,"vt.  send telegram to (someone), receive telgram from (someone). Malångu si Kika' ya ma kåpbli i asaguå‑ña. Kika' was ill and they sent a telegram to her husband. Ma kåpbli si Jesus, sa' ti måmåolik si nanå‑ña. Jesus was sent a telegram that his mother was not in good condition. Variant: kåbbli.",kåpbli
kumapitalisa,kapitalisa,UM Infix,Transitive Verb,vt.  capitalize. Na'siguru na un kapitalisa i fine'nena na lettra gi na'an tåotåo. Be sure that you capitalize the first letter of a person's name. Kapitalisa i tutuhun i sintensia siha. Capitalize the beginning of sentences. Funas i na'an Maria ya un kapitalisa i fine'ne'na na lettra. Erase Maria's name and capitalize the first letter. From: Sp. capitaliza.,kapitalisa
kumapitåni,kapitåni,UM Infix,Transitive Verb,"vt.  command, lead, be the captain of. Si Antonio malagu' para guiya u kapitåni i gurupu. Antonio would like to be the captain of the group. Si Andres ha kapitåni i batku. Andres commanded the ship. Bai hu kapitåni i gurupu yanggin para bai u manå'i nu i ko'oporasion‑ñiha. I'll be the captain of the group if they would give me their cooperation.",kapitåni
kumåppun,kåppun,UM Infix,Transitive Verb,"vt.  1) castrate. Para u makåppun i babui lamu'na. The pig is going to be castrated tonight. 2) cut short. Ha kåppun si Edu i kalamasa, sa' esta mampus anåkku' kunanåf‑ña. Edu pruned the pumpkin plant, because the vines were long. I katpinteru ha kåppun dididi' i tapbla, sa' para u na'omlat gi liga. The carpenter cut a little of the plywood so that it could fit on the wall.",kåppun
kumaråti',karåti',UM Infix,Transitive Verb,vt.  hit (something) using karate. Ha karåti' si Eloy i tapbla ya ha ipi' ha'. Eloy hit the table with a karate chop and he split it.,karåti'
kumari,kari,UM Infix,Transitive Verb,vt.  make into curry. Mamåhan yu' potpus kari ni para bai hu kari i mannuk. I bought curry powder to make chicken curry.,kari
kumariñu,kariñu,UM Infix,Transitive Verb,"vt.  caress, soothe, show fondness to. Si Måttin ha kariñu i lahi‑ña dispues di ha lalåtdi. Martin soothed his son after he scolded him. I nana ha kariñu i neni‑ña ya duru chumålik. The mother caressed her baby and kept laughing. From: Sp. cariño.",kariñu
kumåsa,kåsa,UM Infix,Transitive Verb,vt.  1) cock (a firearm). Ha gof ispånta yu' si Henry anai ha kåsa i paki gi me'nå‑hu. Henry really scared me when he cocked the gun in front of me. Kalan manhunguk yu' kinasan paki. It seems like I hear the cocking of a firearm. 2) cover (a bet). Ha kåsa si Pedro i apoståk‑ku gi gayera gi paingi. Pedro covered my bet at the cockfight last night.,kåsa
kumassas,kassas,UM Infix,Transitive Verb,"vt.  scratch, as when one itches. Hu kassas i tatalo'‑ña si Tåta, sa' makakaka. I scratched Father's back, because it's itching. I neni ha nisisita na u makassas tatalo'‑ña ni para u maigu' The baby needs to be scratched on the back in order to sleep. Anai inakka' yu' ni eddut, sigi mangassas yu'. When the ants bit me, I kept on scratching. See: ka'guas.",kassas
kumassi,kassi,UM Infix,Transitive Verb,"vt.  tease. Båsta mangassi, sa' un ma'anña. Stop teasing, because you may be beaten up. Kassin tåotåo ennåo. That guy's such a teaser. In kassi i ga'lågu ya ha tugung ham huyung gi chalan. We teased the dog and it ran after us on the road.",kassi
kumastiga,kastiga,UM Infix,Transitive Verb,"vt.  punish. Makastiga si Dolores, sa' ha yuti' i chininå‑ña gi basula nigap. Dolores was punished, because she threw her dress in the garbage can yesterday. In kastiga si Glenn, sa' ti ha cho'gui i che'chu' guma'. We punished Glenn, because he did not do his house chores. Ha kastiga yu' sa' ti hu fa'gåsi i lampåsu. She punished me, because I did not wash the mop. See: fuegis, anña, galuti. From: Sp. castiga.",kastiga
kumåtchit,kåtchit,UM Infix,Transitive Verb,"vt.  put on a face, dress or anything that would indicate a show-off behavior. Ma kåtchit siha para i Halloween. They dressed up for Halloween. Un kåtchit håo ni ti uså‑mu bistidu. You put on a dress that's not for you. Ha kåtchit gui' si Jose ni nuebu na sapåtus ya nina'ke'yåo, sa' mampus mafñut. Jose put the new shoes on and he was limping, because they were too tight. Reflexive verb. Variant: kåchit.",kåtchit
kumátdiding,kátdiding,UM Infix,Transitive Verb,"vt.  hop on one foot. Yan‑ñiha i famagu'un manhugåndun katdiding. The children enjoy the game of hopping using one leg. Kumatdiding huyung gi gima', sa' ma'ottu i temmun i ottru addeng‑ña. She hopped on one leg out of the house, because she hurt the knee on her other leg. Dumellang gi haligin trongku, tuma'yuk påpa', pues kumatdiding gi uriyan i kellat guaka. He walked balancing himself on the tree trunk, jumped down, then hopped on one foot around the cattle fence.",kátdiding
kumatdiyu,katdiyu,UM Infix,Transitive Verb,"vt.  cook (something) with onions, vinegar, and soy sauce. Para bai hu katdiyu i guihan. I'm going to cook the fish with vinegar, soy sauce, and onions. Månngi' makatdiyu i ilun katchu'. Tuna fish head cooked in vinegar, soy sauce, and onions is delicious. From: Sp. caldillo.",katdiyu
kumåtdu,kåtdu,UM Infix,Transitive Verb,vt.  make (something) into soup. Ya‑ña si Nåna kumåtdu i mannuk yan letchin niyuk. Mother likes to make chicken soup with coconut milk. Variant: kåddu. From: Sp. caldo.,kåtdu
kumåtga,kåtga,UM Infix,Transitive Verb,"vt.  carry, transfer, haul, transport. Ti siña si Maria ha kåtga i makkat na kosas sa' i ma'operå‑ña. Maria cannot carry heavy things, because of her operation. Ha kåtga si Vicente i todu i matiriåt gi karetå‑ña para i lanchu. Vicente hauled all the lumber on his truck to his farm. Manmakåtga i taotåo ni bås para i feria. The people were transported on the bus to the fair. See: loffan. From: Sp. carga.",kåtga
kumatgueti,katgueti,UM Infix,Transitive Verb,"vt.  use in a playful way, use as a toy. Håfa na un atkagueti si Jose? Why did you use Jose as a toy? See: hugeti. Variant: atkagueti.",katgueti
kumatiguråt,katiguråt,UM Infix,Transitive Verb,"vt.  categorize, put into categories. Mungnga mayalaka' i lepblu, sa' esta manmakatiguråt sigun gi titulu. Don't mix up the books, because they are already categorized by title.",katiguråt
kumatiyi,katiyi,UM Infix,Transitive Verb,"vt.  cry for, weep for, call for. Na'katiyi ni kareta ya uma tungu' na manggaigi hit. Honk the horn of the car so that they know that we're here. Håfa un katitiyi? What are you crying about? Ha katitiyi si nanå‑ña, sa' taigui. He is calling for his mother, because she's not there. Syn: tångsi.",katiyi
kumatkula,katkula,UM Infix,Transitive Verb,"vt.  calculate, estimate, compute. Listu si Kika' mangatkula kuåntu i balin i guihan. Kika' is very fast to calculate how much the fish cost. Katkula kuåntu para un ginasta yanggin para un håtsa i gima'. Estimate how much it will cost you to build the house. Katkula kuåntu i sais libra gi tres pesus kada libra bali‑ña. Calculate how much six pounds is worth at three dollars a pound. From: Sp. calcula.",katkula
kumatnadåyi,katnadåyi,UM Infix,Transitive Verb,"vt.  set out bait for, set out lure for. Bula chå'ka gi uriya ya si Juan ha katnadåyi i okkudu para u fangonni' chå'ka. There are a lot of rats around and so Juan baited the traps to catch rats. Hu katnadåyi i haguit Lisa, sa' ti ha tungu'. I baited Lisa's hook, because she didn't know how. Fa'nu'i i patgun taimanu para u katnadåyi i haguet‑ña. Show the child how to bait his hook.",katnadåyi
kumåtsa,kåtsa,UM Infix,Transitive Verb,"vt.  1) brace, support. Kåtsa i tinanum siha. Brace the plants. Matomba i trongku ni ti makåtsa. The tree that wasn't supported toppled. 2) dress up, put make-up on, apply cosmetics. Ha kåtsa gui' para i giput. She dressed up for the party. Dudus si Berrang piot yanggin ha kåtsa gui' todu. Beth is flirtatious, especially when she is all decked out. Asentådu na palåo'an achukka' ti ha kåkatsa gui'. She is an attractive lady even without make-up. Reflexive verb. Syn: kåchit. From: Sp. calza.",kåtsa
kumåtsu,kåtsu,UM Infix,Transitive Verb,vt.  hold open. Usa i ladriyu para un kåtsu i pettan santatti. Use the brick to hold the back door. Kåtsu i petta ni ladriyu. Use the brick as doorstop.,kåtsu
kumattåyi,kattåyi,UM Infix,Transitive Verb,vt.  write letter to (someone). Si Simeon ha kattåyi i che'lu‑ña ni gaigi Amerika. Esta si Frank munhåyan ha kattåyi si Betran. Ma kattåyi yu' put i kinalamten‑hu gi che'chu'. Syn: tugi'.,kåtta
kumattuchu',kattuchu',UM Infix,Transitive Verb,vt.  put (fish) on a stringer. Usa i talin halaihai para un kattuchu' i kinene'‑mu guihan. Use the beach morning glory vine to string your fish catch. From: Sp. cartucho.,kattuchu'
kumåtyun,kåtyun,UM Infix,Transitive Verb,"vt.  path, street, trail, road, alley. Måolik si Juan mankåtyun, sa' ha na'gåsgas ha' mo'na. Guaha esta mofo'na ombris esta guaha makåtyun. Adahi na un tinaga' yanggin para un fankåtyun. Syn: kåyi.",kåtyun
kumåyun,kåyun,UM Infix,Transitive Verb,vt.  mark one's path so as to find the way back. Na'siguru na un kåyun i chalån‑mu mo'na ya un tungu' taimanu hinanånåo‑mu. Be sure to mark your movement forward so that you will know how you are progressing. Ti un abak yanggin un kåyun i chalån‑mu. You won't be lost if you mark your path. Variant: kåtyun.,kåyun
kumebrånta,kebrånta,UM Infix,Transitive Verb,"vt.  show assertiveness or over-confidence in self, edging on bragging. Un kebrånta håo muna'lagu låo ni håfa tiningo'‑mu. You were close to bragging about your cooking but you don't know anything. From: Sp. quebranta.",kebrånta
kumé'chuli',ké'chuli',UM Infix,Transitive Verb,"vt.  attempt to take, try to take ownership of. Hånåo ya un ke'chuli' i talåya as tihu‑mu Martin. Go and get the fishing net from your Uncle Martin. I patgun ha ke'chuli' i hugeti ginin i estrangheru, låo muma'å'ñåo. The child tried to take the toy from a stranger, but then he was apprehensive. Ha ke'chuli' i aputunidåt para u kuentus låo dimasiåo yommahlåo. He tried to take the opportunity to say something but he was just too shy. Variant: kéchuli'.",chuli'
kumé'danchi,ké'danchi,UM Infix,Transitive Verb,"vt.  try to correct, try to make right, try to be on target, try to make amends. I istudiånti ha chagi månu i nina'siñå‑ña para u ke'danchi i kuestion kuentas. The student tried his best to give the correct answer to the math question. Chagi ya un ke'danchi i matka. Try to hit the mark. Mandåggåo i patgun åtchu' para u ke'danchi i bintåna. The kid threw a rock to try and hit the window. Variant: kédanchi.",danchi
