Term,Part of Speech,Definition,Source Details,Link to Source
dibi,Transitive Verb,"vt.  owe, be in debt to, charge (something), borrow. I amigå‑hu ha dibi yu' benti pesus. My friend borrowed twenty dollars from me. Para bai hu fandibi sa' tåya' salappe'‑hu. I am going to charge it because I don't have money. Syn: fiha.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibibiyun,Transitive Verb,vt.  divide. Hu dibibiyun parehu kosa ki todu u fanmañagi. I divided equally so everyone will get a share or try.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibidi,Transitive Verb,"vt.  divide, split evenly, sever, cause to be separate, share, separate into parts. Dibidi i salåppi' parehu. Divide the money equally. Ha dibidi si tåta i tanu' intri i famagu'on‑ña siha. Dad split the land among his children. Dibidi gi dos påtti. Divide it into two parts. Syn: påtti, ápatti, kumpåtti. From: Sp. divide.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibietti,Transitive Verb,vt.  liberate. Debi di un dibietti håo gi lina'la'‑mu. You should have leisure time in your life. Bula manera ni siña un na'dibietti håo. There are many ways where you can have leisure time. Variant: dibetti. From: Sp. divierte.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibina,Transitive Verb,"vt.  puzzle over, guess (as in a guessing game), foretell, foresee, give riddle. Maila' ya ta dibina kåo para u bira gui' tåtti pat åhi'. Let's bet on whether he will return or not. Ha dibina na ti u åtman gi ennåo na cho'chu'. He foresaw that that he would not last in that job. From: Sp. divina.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibuetta,Transitive Verb,"vt.  make a round trip, return from a trip, come back from traveling. Ha dibuetta gui' nigap si Liz ginin Hawaii. Liz returned from her Hawaii trip yesterday. Para u dibuetta gui' mågi ginin Guam. She is going to return here from Guam. Ngai'an ni un dibuetta håo ginin i bakasion‑mu? When did you return from your vacation? Reflexive verb. From: Sp. de vuelta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibuhu,Transitive Verb,vt.  crochet (something). Hu dibuhu i sabanas neni. I crocheted a baby blanket. Ha dibubuhu si nanan biha i pañulon para si nanå‑hu. Grandmother is crocheting a shawl for my mom. Malagu' umetyak si Kita mandibuhu låo tåya' tiempon‑ña. Mary wants to learn to crochet but she has no time for it. Syn: ganchiyu.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dibutsia,Transitive Verb,"vt.  divorce, dissolve marriage contract by legal authority. Dispues di dies åñus na kasamentu, madibutsia i dos. After ten years of marriage, the couple were divorced. Meggai na biåhi na ginin i adutteriha ni manmadibubutsia i mangasåo. Many times it is from adultery that married people get divorced. Manna'ma'si' i famagu'un sa' madibutsia i mañainan‑ñiha. The children are unfortunate because their parents are divorced. From: Sp. divorcia.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dieta,Transitive Verb,"vt.  restrict (someone) from eating (something), put (someone) on a regimen. I suruhåna ha dieta yu' guihan agaga'. The lady healer restricted me from eating red fish. Madieta si Frankie na ti para u chochotchu bula sa' mampus yommuk. Frankie is restricted from eating a lot because he is so overweight. Ma dieta yu' mantika, pika, yan atkahot put i kondision‑hu. They restrict me from eating fat, spicy hot food, and drinking alcohol due to my condition. Variant: deta. From: Sp. dieta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
difendi,Transitive Verb,"vt.  defend, protect, shield, guard, safeguard. Kumunfotmi i abugådu na para u difendi i taotåo ni ma'akusa na mañåkki. The lawyer agreed to defend the person accused of robbery. Malågu i patgun sa' ti siña ha difendin maisa gui' kontra i dos na hobinsitu. The child ran because he couldn't defend himself against the two teenagers. Hu difendi i interes i familia put i asuntun tanu'‑måmi gi kotti. I defended our family's land interest in court. See: guåtdia. From: Sp. defiende.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
difina,Transitive Verb,"vt.  define. Kåo siña un difina håfa kumeke'ilek‑ña i palåbra? Can you define what the word means? Esti na tinigi' Tun Juan, ha dififina put unu na asuntun kutturan Chamoru. This written work by Tun Juan defines one aspect of Chamorro culture. Debi di un difina kada palåbra ni manggaigi gi lista. You have to define each word on the list. From: Sp. defina.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
diga,Transitive Verb,"vt.  bid, raffle. Tåya' kosas para u fanmadiga, låo guaha gå'ga'. There are no dry goods to be raffled, but there are livestock. Manmadiga todu i kareta ni manggaigi gi kantun chålan. All the cars along the roads are to be raffled. Madiga i magågun JesuKristu. Jesus' clothes were bidded (out). Syn: rifa.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
digiruyi,Transitive Verb,"vt.  cheat, swindle, shortchange, trick. Ha digiruyi yu' si Marikita ni salappe'‑hu. Marikita shortchanged with my money. Manmadigiruyi ham gi basketball. We were cheated at the basketball game. Manpiniti i famagu'un sa' manmadigiruyi gi kumpitensia. The children were sad because they were cheated at the competition. Variant: dugiruyi.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
digueya,Transitive Verb,"vt.  behead, cut (someone's or something's) head off, kill, ruin, destroy. Hu digueya i agå'ga' i babui. I cut off the pig's head. Mungnga yu' mana'lalålu' osino hu digueya håo. Don't make me mad or else I'll behead you. I sindålu ha digueya i inimigu. The soldier cut off the enemy's head. From: Sp. degüella.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
diklåra,Transitive Verb,"vt.  declare, assert openly, affirm, announce, proclaim. Hu diklåra na måkpu' chi'cho'‑hu agupa'. I declared that tomorrow will be the end of my work. Madiklåra na typhoon condition tres esta. They declared that it's typhoon condition three already. Syn: pruklåma. From: Sp. declara.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dikta,Transitive Verb,"vt.  dictate, say aloud to be taken down in writing. I guatdia ha dikta i kinalamtin i huegu. The point guard dictates the play. I sainan i gima' dumidikta i areklun familia. The parent dictates the family rules at home. From: Sp. dicta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dikta,Transitive Verb,"vt.  guide, direct. Dikta yu' gi tinas na disision. Guide me with the right decision. I lai ha dikta i aksion i siudadånu. The law directs citizens' actions. From: Sp. dicta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
diliba,Transitive Verb,"vt.  deliver, turn over, hand over. I militåt ha diliba nengkanu' para i manna'ma'si' na tåotåo. The military delivered food to the needy people. Hu diliba i katga guatu gi tenda. I delivered the cargo to the store. I ma'gas ha diliba i che'chu' gi sigundu må'gas. The manager handed over the workload to the second boss. From: Eng. deliver.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dilikora,Transitive Verb,"vt.  sound out (words) syllable-by-syllable. Ha sen ekkunguk si Judy i palåbra anai ha dilikora i ma'estra. Judy listened carefully when the teacher pronounced the word syllable by syllable. Mås ti mapput masångan i palåbra yanggin madilikora. It is much easier to say the word if it is pronounced syllable by syllable. Yanggin på'gu un introdusi i palåbra, na'dispåsiu ya un dilikora. When you introduce a new word, say it slowly syllable by syllable.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
díliling,Transitive Verb,"vt.  carry, pull. Si Manet ha totchi siha i lata ya ha dililing gi chalan, sa' mangganna i kayu‑ña. Manny strung the cans together and dragged them on the road Díliling maisa i maleta‑mu. Carry your own luggage. Mungnga madililing i neni taiguennåo. Don't carry the baby that way.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dílingding,Transitive Verb,vt.  I ma'estru ha dilingding i kampåna para oran chumotchu. The teacher rang the bell for lunch.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
diliti,Transitive Verb,"vt.  dissolve, melt, dilute. Madiliti i asukat gi hanum. The sugar is dissolved in the water. Ti annuk i asiga sa' esta madiliti gi hanum. The salt disappeared because it is dissolved in the water. Chaddik madiliti i ais gi basu‑hu sa' maipi i ha'åni. The ice in my glass melted easily because it was a warm day. Variant: diriti. From: Sp. derrite.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dilitreha,Transitive Verb,"vt.  write, spell. I istudiånti ha dilitreha i lettran atfabetu. The student wrote the letters of the alphabet. Taimanu madilitreha esti na palåbra? How do we spell this word? I utugrafihan Chamorro guaha areklamenton‑ña para mandilitreha. In the Chamorro orthography there are rules for spelling. From: Sp. deletrea.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dimånda,Transitive Verb,"vt.  demand, exact, require, claim, strongly desire, command, order, direct. I taotåo ha dimanda i salappi'‑ñiha tåtti put i difektun i laptop. The men demanded a refund of their money because of the defective laptop. Ya‑ña si Rose mandimånda. Rose likes to command. I che'cho'‑hu ha dimånda na bai facho'chu' kada diha gi simåna. My job demands that I work every day of the week. From: Sp. demanda.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dinamita,Transitive Verb,vt.  blow up with dynamite. Ma dinamita i liyang para u mana'dångkulu. They dynamited the cave to make it bigger.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dingu,Transitive Verb,"vt.  abandon, depart, desert, forsake, leave behind. Manpiniti i Chamorro anai manmafuetsa nu i Españot para u madingu i tanu'‑ñiha. The Chamorros despaired when they were forced by the Spanards to abandon their land. Mungnga yu' dumingu si nåna sa' guaha achaki‑ña på'gu. I will not leave my mother because she is facing difficulties today. Kumu mapatcha i chenchun paluma, siempri i paluma ha dingu i chenchon‑ña. The bird will abandon its nest if someone touches it.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dipåtta,Transitive Verb,"vt.  depart with, separate (oneself) from, isolate. Ti manmalagu' i famagu'un madipåtta siha gi as nanan‑ñiha. The children did not want to be separated from their mother. Hu dipåtta yu' kontra atyu na gurupu i yan‑ñiha manapbleta. I separated myself from that group that likes to gossip. Hu dipåtta yu' kontra i taotåo siha. I separated myself from people.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dipendi,Transitive Verb,"vt.  depend, depend on, rely on. Mientras sumåsaga håo gi pisun i gimå'‑hu, siempri un dipependi håo giya guåhu. As long as you are in my house, you will be depending on me. I sinientin‑måmi put hågu dipendi gi sensiåm‑mu. Our feelings toward you depend on your attitude. Bai hu dipendi ha' yu' gi håfa guinaha‑hu. I shall depend only on what I have. From: Sp. depende.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dipotta,Transitive Verb,"vt.  deport, send away, exile. Madipotta i prisuneru para i fasilidåt fediråt gi sanlagu. The prisoner was sent away to a federal facility in the U.S. mainland. Magacha' i taotåo manbebendi binenu ya madipotta. The man was caught selling drugs and was deported. From: Sp. deporta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dipusita,Transitive Verb,"vt.  deposit, place. Hu dipusita i salappe'‑hu gi bangku. I deposited my money at the bank. I kaheru ha dipusisita i salåppi' gi kaohåo kada ha huchum i tenda. The cashier put the money in the safe box whenever he closes the store. Hu dipusita todu i alahås‑su gi halum kåohåo para asiguridåt. I placed all my jewelry in the safe box for security. From: Sp. deposita.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
dirihi,Transitive Verb,"vt.  direct, lead, guide, conduct, administer. I pulisia ha diririhi i kareta siha gi chalan. The police officer is directing traffic on the road. I ma'estran kånta dumirihi i leksion piånu. The music teacher conducted the piano lesson. I atkåtdi para u dirihi i prugråman i ofisinå‑ña. The mayor will administer the programs under his office. Syn: kundukta. From: Sp. dirige.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
diriti,Transitive Verb,"vt.  melt, dissolve, mix. Madiriti i asiga gi katdu. The salt dissolved in the soup. Ti u mala'it i amut yanggin madiriti gi hanum. The medicine will not be as bitter if it is mixed with water. Ha diriti gui' esta i ais. The ice has already melted. From: Sp. derrete.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
