Term,Part of Speech,Definition,Source Details,Link to Source
esgin,Intransitive Verb,"vi.  go by way of. Esgin sanme'na an para un hålum. Go by the way of the front side. Esgin i entalu' mågi. Go by the middle way. Variant: isgin, esik, isik.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
esik,Intransitive Verb,"vi.  pass through. Ume'esik månu håo? Where did you pass through? Esik i chalan i tendan niyuk ya un atan kåo mababa esta. Pass through the road by the store that sells coconuts to see if it's open. Variant: esgin, isik.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ésinahyåo,Intransitive Verb,"vi.  hurry up, walk fast, walk quickly. Esinahyåo, Juan. Hurry up, John. Esinahyåo esta i neni mamokkat. The baby could walk fast. Variant: éssinahyåo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
espongha,Intransitive Verb,vi.  swell up. I kusuberu ha nå'yi mås libadura put para u espongha. The cook added more yeast so that it will swell up.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
éssalåo,Intransitive Verb,"vi.  shout, cry (loudly), cry out, howl, clamor. Essalåo yanggin guaha lini'e'‑mu ti maolik. Shout when you see something strange. Mane'essalåo i ga'lågu gi halum tånu'. The dogs are howling in the forest. Håyi mås a'gang umessalåo? Who can shout the loudest?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
éssinahyåo,Intransitive Verb,vi.  walk briskly. Ume'essinahyåo yu' guatu gi gima'. I was walking slowly home. Si nåna umessinahyåo para u li'i' håfa masusesedi. Mother’s is walking briskly to see what is happening. Variant: insinahyåo.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
éssitan,Intransitive Verb,"vi.  joke, jest. Ya‑ña i asaguå‑hu umessitan. My wife likes to joke. Mungnga manessitan båba gi me'nan manåmku'. Do not use bad jokes in front of the elders. Bula essitan gi kombitsasion. The conversation was full of joys.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
eståba,Intransitive Verb,"vi.  was, used to be (there). Eståba ha' si Kika guennåo. Kika was there earlier. Eståba yu' gima' Kika. I was at Kika’s house. From: Sp. estaba.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
é'tokcha',Intransitive Verb,vi.  go hunting or fishing with a spear. E'tokcha' guihan para sena. Go spearfishing for dinner. Mane'tokcha' i lalåhi gi hiyung mama'ti. The men went to fish with spears outside the reef. Ya‑ña si Luis ume'tokcha'. Luis likes to fish with a spear.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
é'tupak,Intransitive Verb,"vi.  fish by line, bottom fishing. Mane'tupak ham gi bantalan. We fish by line at the pier. Sessu mane'tupak ham atulai. We often go line fishing for bigeye scad. Gai piligru esti i ume'tupak gi taddung. Bottom fishing can be dangerous.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
facho'chu',Intransitive Verb,"vi.  work, be busily employed (irrealis). Facho'chu' gi lanchu agupa'. Work at the farm tomorrow. Kåo para un facho'chu'? Are you going to work? Adahi na un facho'chu' gi papa' uchan. Make sure you don't work when it rains.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fakmåta,Intransitive Verb,"vi.  wake up, get up from sleep (irrealis). Adahi na ti un fakmåta gi oran alas sais. Make sure you wake up at six o'clock.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fåkpu',Intransitive Verb,"vi.  end, stop, finish, completed, over (irrealis). Para u fåkpu' esta i miting. The meeting is about to end. Na'fåkpu' esti na leksion. Finish this lesson.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
falågu,Intransitive Verb,"vi.  run, move swiftly, hasten, go rapidly (irrealis). Mungnga na para un falågu para i lanchu. Don't run to the farm. Cha'‑mu na para un falågu guini na iskuela. Don't run away from this school.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
falak,Intransitive Verb,"vi.  go to (irrealis). Bai falak i tenda. I will go to the store. Kåo para un falak i ispitåt? Are you going to the hospital? Bound verb that forms a unit with its goal, which is in the unmarked case.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
falaknus,Intransitive Verb,"vi.  go out, be expelled (irrealis). Falaknus pågugu ha'! Go out right now! Siempri u falaknus i imang yanggin un guaifi. The hermit crab will go out when you blow on it. Ilek‑ña si Nåna, Ai ya' siña mohon hu na'hålum håo, dispues di hu na'falaknus håo! Mom said, If only I can put you back in, after I let you go out!",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
falingu,Intransitive Verb,"vi.  get lost, disappear (irrealis). Ketu, adahi na un falingu gi giput. Keep still, don't get lost at the party. Cha'‑mu na para un falingu esta. Don't tell me that you will disappear already.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
falingunhalum,Intransitive Verb,"vi.  suddenly disappear, disappear without notice, vanish (irrealis). Ripåra i taotåo, sa' u falingunhalum. Watch the man, because he will disappear without notice. Mungnga masedi na u falingunhalum, sa' mampus yommahlåo. Don't let him disappear without notice, because he is very shy.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
faloffan,Intransitive Verb,"vi.  pass a place, move in a certain direction (irrealis). Tåya' yu' nai para bai hu faloffan guini na chålan, sa' ti libiånu. I never think to pass this path, because it is not easy. Guaha na hu faloffangui i chalan para i tasi ya hu li'i' dies na ayuyu manlulucha para i tasi. I sometimes take the path to the beach and I saw ten coconut crabs moving in a line toward the beach.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fama',Intransitive Verb,"vi.  make, act like (irrealis antipassive). Fama' tåotåo ya un mafa' tåotåo. Act like a man and you will be treated like one. Fama' må'gas sa' må'gas håo ya un marispeta. Act like a boss because you are the boss and you will be respected. Fama' i maching gi Halloween. Act like a monkey during Halloween. Adahi na un fama' i dikiki' patgun gi iskuela. Don't act childlike at school. Fama' hafkåo para i famagu'un. Make whatever you think for the children.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
famai'che'chu',Intransitive Verb,"vi.  work hard, struggle, strive. Ti bai famaiche'chu', sa' gof puti i addeng‑hu. I won't work hard, because my feet hurt. Famaiche'chu' ya un na'måolik håo. Work hard and be good. Variant: famaiche'chu'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
famatkilu,Intransitive Verb,"vi.  1) silent, quiet (irrealis). Bai hu famatkilu. I will be quiet. Put fabot famatkilu, sa' buruka. Famatkilu, sa' mamaigu' i neni. Be quiet, because the baby is sleeping. Ti bai famatkilu kumu diretchok‑ku. I will not be quiet if I know that I'm right. 2) hush, shut up (irrealis). Famatkilu i pachot‑mu. Hush your mouth. See: silensiu, påkaka'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fåmfi',Intransitive Verb,"vi.  1) pick fruit, break fruit off a tree (irrealis antipassive). Bai fåmfi' kåhit para i iskuela. I will pick oranges for school. Fåmfi' fan fruta gi lanchu. Pick fruits at the farm. Para bai fåmfi' na'‑hu mansåna. I will pick apples for me. See: tifi'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
famokkat,Intransitive Verb,"vi.  walk, roam, stroll, rove (irrealis). Bai famokkat un råtu. I will walk for a bit. Sigi ya un famokkat para i tenda. Go and walk to store. Famokkat fan mo'na. Will you walk forward. See: pokkat.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fåmta',Intransitive Verb,"vi.  1) propagate, produce by generation, or by seeds, cutting, etc. Ti bai na'fåmta' esti na klåsin gollai sa' båba. I will not produce this vegetable because it is not good. 2) become popular, famous. Mana'fåmta' i gima' påtdit put i metgut para i pakyu. The concrete house became popular for its capacity to withstand typhoons. 3) made known. Na'fåmta' i tiningo'‑mu put gå'ga'. Share your knowledge about animals. Sigi muna'fåmta' i nengkanu' Chamorro. Continue spreading about Chamorro food.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fanaitai,Intransitive Verb,"vi.  1) read (irrealis antipassive). Bai fanaitai lepblu. I will read a book. Sigi ya un fanaitai lepblu. Go and read a book. Bai fanaitai gi Gima' Yu'us. I will read at the church. 2) say prayers, pray (irrealis). Si Rosa para u fanaitai nubenan sainan Ina. Rosa will say the Sainan Ina prayer.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fandånggu,Intransitive Verb,"vi.  have a wedding, attend a wedding. Bai fandånggu giya Saipan. I will attend the wedding in Saipan. From: Sp. fandango.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fanetnun,Intransitive Verb,"vi.  unite, join, gather (irrealis pl.). Na'fanetnun hamyu guini mågi. Group yourself here. Bai in fanetnun gi iskuela. We will group ourselves at school. Fanetnun gi gima' Maria para i giput. We will gather at Maria's house for the party.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fañetnut,Intransitive Verb,"vi.  wounded, harmed, damaged, infected (irrealis). Adahi na u fañetnut i inakka' abeha. Don't let the bee bite get infected.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fångfuk,Intransitive Verb,"vi.  weave (e.g. baskets, mats, etc.)(irrealis antipassive). Fångfuk fan un guafak? Could you weave a mat? Mandanña ham yan i amigån‑måmi para bai in fanfångfuk kanåstra. We got together with our friends to weave baskets. See: måmfuk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fanggågåo dispensasión,Intransitive Verb,"vi.  apologize, beg pardon (irrealis antipassive). Bai fanggågåo dispensasion put lachi fino'‑hu. I will apologize for what I've said wrong. Ti bai fanggågåo dispensasion sa' ti guåhu lumachi. I will not apologize because it's not me who did wrong. Malagu' yu' na un fanggågåo dispensasion nu i ma'estra. I want you to apologize to the teacher.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fånggan,Intransitive Verb,"vi.  pick fruit, pluck a fruit from tree or vine. Bai fånggan fruta agupa'. I will pick the fruits tomorrow. Si Jose para u fånggan na'‑ña mångga. Jose will pick fruits for himself. See: tifi'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fanoppuk,Intransitive Verb,"vi.  persuade, entice (irrealis antipassive). Fanoppuk gi ma'estra ya u na'dididi' chi'cho'‑ta. Persuade the teacher so that she can give us minimal work. Bai fanoppuk nu i mangga'chong‑hu ya uma cho'gui i che'chu'‑ñiha. I will persuade my friends so that they can do their work.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fañotsut,Intransitive Verb,"vi.  repent, be sorry for (irrealis). Fañotsut ni isåo‑mu ya mungnga mata'lu. Feel sorry for your sin and never do it again. Ti malagu' si Juan na para u fañotsut put i bidå‑ña sa' ilek‑ña na ti lachi gui'. Juan refused to repent because he did not think he did anything wrong. Fanmañotsut sa' ti in fanhålum guini na guma' kumu ti manma'asi'i hamyu. Repent or you will not enter this house if you are not forgiven. Kåo mañotsut håo put i masusedi gi entalu'‑miyu yan i che'lu‑mu siha? Are you regretting due to what happened among your siblings?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
få'pus,Intransitive Verb,"vi.  go, leave, depart (irrealis). Bai na'få'pus i kattåk‑ku. I will send my letter. Ha na'få'pus i lepblon‑ña. He sent his book. Ti hu tungu' na un na'få'pus i un bebendi na lepblu. I don't know that you sent the book that you were selling. See: hånåo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
fatå'chung,Intransitive Verb,vi.  sit down (irrealis). Put fabot fatå'chung fan. Please sit down. Sigi ya un fatå'chung. Go and sit down.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
